PathwaySortOrder	Biochemical	SuperPathway	SubPathway	Comp.ID	Platform	Chemical.ID	RI	MASS	PUBCHEM	CAS	KEGG	HMDB
2517	2-stearoyl-GPE (18:0)*	Lipid	Lysophospholipid	41220	LC/MS Neg	100003901	6350	480,3096				HMDB11129
3087	21-hydroxypregnenolone disulfate	Lipid	Pregnenolone Steroids	46115	LC/MS Neg	100001999	3935	245,0671	134595	1164-98-3		
1909	2R,3R-dihydroxybutyrate	Lipid	Fatty Acid, Dihydroxy	63109	LC/MS Polar	100002367	1543	119,035	13120901	759-06-8		HMDB00498
1908	2S,3R-dihydroxybutyrate	Lipid	Fatty Acid, Dihydroxy	62950	LC/MS Polar	100002284	1660	119,035	10964471	5057-93-2		HMDB02453
1912	3,4-dihydroxybutyrate	Lipid	Fatty Acid, Dihydroxy	62952	LC/MS Polar	100001730	2204	119,035		51267-44-8		
5787	3,5-dichloro-2,6-dihydroxybenzoic acid	Xenobiotics	Chemical	63589	LC/MS Polar	100021324	693	220,9414				
4375	3,7-dimethylurate	Xenobiotics	Xanthine Metabolism	34399	LC/MS Neg	100001398	1418	195,0524	83126	13087-49-5	C16360	HMDB01982
4050	3-(3-amino-3-carboxypropyl)uridine*	Nucleotide	Pyrimidine Metabolism, Uracil containing	62924	LC/MS Neg	100001426	1369	344,1099	171198	52745-94-5		
4354	3-(3-hydroxyphenyl)propionate	Xenobiotics	Benzoate Metabolism	35635	LC/MS Neg	100001624	1980	165,0557	91	621-54-5	C11457	HMDB00375
4351	3-(3-hydroxyphenyl)propionate sulfate	Xenobiotics	Benzoate Metabolism	45415	LC/MS Neg	100005391	1294	245,0125	187488	86321-32-6		
171	3-(4-hydroxyphenyl)lactate (HPLA)	Amino Acid	Tyrosine Metabolism	32197	LC/MS Neg	240	1379	181,0506	9378	6482-98-0	C03672	HMDB00755
5067	3-(cystein-S-yl)acetaminophen*	Xenobiotics	Drug - Analgesics, Anesthetics	34365	LC/MS Pos Early	100001797	2420	271,0747	5233914			
5071	3-(methylthio)acetaminophen sulfate*	Xenobiotics	Drug - Analgesics, Anesthetics	62567	LC/MS Neg	100020827	2265	276,0006				
5061	3-(N-acetyl-L-cystein-S-yl) acetaminophen	Xenobiotics	Drug - Analgesics, Anesthetics	45721	LC/MS Neg	2048	2094	311,0707	83967	52372-86-8		
5644	3-acetylphenol sulfate	Xenobiotics	Chemical	48693	LC/MS Neg	100004326	2477	215,002				
438	3-amino-2-piperidone	Amino Acid	"Urea cycle; Arginine and Proline Metabolism"	62853	LC/MS Pos Early	100020361	2065	115,0866	5200225	1892-22-4		HMDB00323
4084	3-aminoisobutyrate	Nucleotide	Pyrimidine Metabolism, Thymine containing	1566	LC/MS Pos Early	1114	2190	104,0706	64956	"10569-72-9;214139-20-5"	C05145	HMDB03911
5788	3-bromo-5-chloro-2,6-dihydroxybenzoic acid*	Xenobiotics	Chemical	63681	LC/MS Neg	100021707	4505	264,8909				
1603	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)	Lipid	Fatty Acid, Dicarboxylate	61871	LC/MS Neg	100020004	4000	267,1238	194501			
1601	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	Lipid	Fatty Acid, Dicarboxylate	31787	LC/MS Neg	100001178	2800	239,0925	123979	86879-39-2		HMDB61112
1763	3-decenoylcarnitine	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	63361	LC/MS Pos Late	100021136	1045	314,2326				
4638	3-ethylcatechol sulfate (1)	Xenobiotics	Food Component/Plant	62796	LC/MS Neg	100020851	3422	217,0176				
4527	3-formylindole	Xenobiotics	Food Component/Plant	62863	LC/MS Pos Early	100020219	2736	146,06	10256	487-89-8	C08493	HMDB29737
361	3-hydroxy-2-ethylpropionate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	32397	LC/MS Neg	100001170	975	117,0557	188979	4374-62-3		HMDB00396
5782	3-hydroxy-2-methylpyridine sulfate	Xenobiotics	Chemical	63227	LC/MS Neg	100020975	1849	188,0023				
3013	3-hydroxy-3-methylglutarate	Lipid	Mevalonate Metabolism	531	LC/MS Polar	112	2850	161,0456	1662	503-49-1	C03761	HMDB00355
1564	3-hydroxyadipate*	Lipid	Fatty Acid, Dicarboxylate	62069	LC/MS Polar	100004396	3131	161,0455	151913			HMDB00345
1817	3-hydroxybutyrate (BHBA)	Lipid	Ketone Bodies	542	LC/MS Polar	254	1480	103,0401	441	625-72-9	C01089	HMDB00357
1722	3-hydroxybutyroylglycine	Lipid	Fatty Acid Metabolism (Acyl Glycine)	62064	LC/MS Pos Early	100020211	978	162,0761				
4391	3-hydroxycotinine glucuronide	Xenobiotics	Tobacco Metabolite	43470	LC/MS Neg	100004494	1745	367,1147	183115	132929-88-5		HMDB01204
1857	3-hydroxydecanoate	Lipid	Fatty Acid, Monohydroxy	22053	LC/MS Neg	100000997	4634,7	187,134	26612	5561-87-5		HMDB02203
1807	3-hydroxydecanoylcarnitine	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	63358	LC/MS Pos Late	100021141	961	332,2432				HMDB61636
1583	3-hydroxydodecanedioate*	Lipid	Fatty Acid, Dicarboxylate	62915	LC/MS Neg	100001454	2252	245,1394	16663321	34574-69-1		HMDB00413
1854	3-hydroxyhexanoate	Lipid	Fatty Acid, Monohydroxy	53230	LC/MS Neg	100006367	1725	131,0714	151492	10191-24-9		
1800	3-hydroxyhexanoylcarnitine (1)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	62557	LC/MS Pos Early	100020825	2918	276,1806				
4260	3-hydroxyhippurate	Xenobiotics	Benzoate Metabolism	39600	LC/MS Neg	100002122	1687	194,0459	450268	1637-75-8		HMDB06116
4261	3-hydroxyhippurate sulfate	Xenobiotics	Benzoate Metabolism	62530	LC/MS Neg	100020410	1047	274,0027	186339			
381	3-hydroxyisobutyrate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1549	LC/MS Pos Early	111	1300	105,0546	87	2068-83-9	C06001	HMDB00336
1860	3-hydroxylaurate	Lipid	Fatty Acid, Monohydroxy	32457	LC/MS Neg	100001112	5175	215,1653	94216	53941-38-1		HMDB00387
1861	3-hydroxymyristate	Lipid	Fatty Acid, Monohydroxy	21158	LC/MS Neg	100000882	5335	243,1966	16064	3422-31-9		
1855	3-hydroxyoctanoate	Lipid	Fatty Acid, Monohydroxy	22001	LC/MS Neg	100000773	3446	159,1027	26613	88930-08-9		HMDB01954
1804	3-hydroxyoctanoylcarnitine (1)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	64393	LC/MS Pos Late	100021990	781	304,2119				
1809	3-hydroxyoleoylcarnitine	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	61840	LC/MS Pos Late	100019801	1406	442,3527				
5752	3-hydroxypyridine sulfate	Xenobiotics	Chemical	48448	LC/MS Neg	100006098	1595,5	173,9867		1955-23-3		
1859	3-hydroxysebacate	Lipid	Fatty Acid, Monohydroxy	31943	LC/MS Neg	100001145	1282	217,1081	3017884	73141-46-5		HMDB00350
4802	3-hydroxystachydrine*	Xenobiotics	Food Component/Plant	62062	LC/MS Pos Early	100020203	1049	160,0968	442640			
4945	3-indoleglyoxylic acid	Xenobiotics	Food Component/Plant	63583	LC/MS Neg	100020372	2140	188,0353	73863	1477-49-2		
291	3-indoxyl sulfate	Amino Acid	Tryptophan Metabolism	27672	LC/MS Neg	100000467	2222,2	212,0023	10258	2642-37-7		HMDB00682
4324	3-methoxycatechol sulfate (1)	Xenobiotics	Benzoate Metabolism	48763	LC/MS Neg	100006375	2163	218,9969				
4325	3-methoxycatechol sulfate (2)	Xenobiotics	Benzoate Metabolism	48752	LC/MS Neg	100006376	2200	218,9969				
194	3-methoxytyrosine	Amino Acid	Tyrosine Metabolism	12017	LC/MS Pos Early	1342	2555	212,0917	1670	300-48-1		HMDB01434
4292	3-methyl catechol sulfate (1)	Xenobiotics	Benzoate Metabolism	46165	LC/MS Neg	100004112	2790	203,002				
376	3-methyl-2-oxobutyrate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	44526	LC/MS Neg	100000936	1465	115,0401	49	3715-29-5	C00141	HMDB00019
352	3-methyl-2-oxovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	15676	LC/MS Neg	100000036	2064,2	129,0557	47	"1460-34-0;51829-07-3"	C00671	HMDB03736
1565	3-methyladipate	Lipid	Fatty Acid, Dicarboxylate	36749	LC/MS Polar	100001765	2865	159,0663	12292	03.01.3058		HMDB00555
323	3-methylcrotonylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	31940	LC/MS Pos Early	100001149	1980	158,0812	169485	33008-07-0		HMDB00459
4059	3-methylcytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	35132	LC/MS Pos Early	100001466	2176	258,1085	159649	21028-20-6		
328	3-methylglutaconate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	57747	LC/MS Polar	100002458	2700	99,0452	1551553	5746-90-7		HMDB00522
1558	3-methylglutarate/2-methylglutarate	Lipid	Fatty Acid, Dicarboxylate	54676	LC/MS Polar	100010834	2832	145,0506				
336	3-methylglutarylcarnitine (2)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	46548	LC/MS Pos Early	100005850	2687	290,1598	128145			HMDB00552
69	3-methylhistidine	Amino Acid	Histidine Metabolism	15677	LC/MS Neg	100000042	906,3	168,0779	64969	368-16-1	C01152	HMDB00479
4378	3-methylxanthine	Xenobiotics	Xanthine Metabolism	32445	LC/MS Neg	100001108	1700	165,0418	70639	1076-22-8	C16357	HMDB01886
4357	3-phenylpropionate (hydrocinnamate)	Xenobiotics	Benzoate Metabolism	15749	LC/MS Neg	100000010	2860	149,0608	107	501-52-0	C05629	HMDB00764
1148	3-phosphoglycerate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1414	LC/MS Pos Early	132	590	187,0002	724	80731-10-8	C00597	HMDB00807
4045	3-ureidopropionate	Nucleotide	Pyrimidine Metabolism, Uracil containing	3155	LC/MS Polar	1053	2230	131,0462	111	462-88-4	C02642	HMDB00026
3350	3b-hydroxy-5-cholenoic acid	Lipid	Secondary Bile Acid Metabolism	43507	LC/MS Neg	100004182	5205	373,2748	92997	5255-17-4		HMDB00308
3043	3beta,7alpha-dihydroxy-5-cholestenoate	Lipid	Sterol	36803	LC/MS Neg	100001611	5275	431,3167	3081084	115538-84-6	C17335	
3052	3beta,7beta-dihydroxy-5-cholestenoate	Lipid	Sterol	36842	LC/MS Neg	100001774	5220	431,3167		1246298-66-7		
3044	3beta-hydroxy-5-cholestenoate	Lipid	Sterol	54805	LC/MS Neg	100006370	5398	415,3218	165511	6561-58-6	C17333	
5766	4-acetamidobenzoate	Xenobiotics	Chemical	57585	LC/MS Neg	100009413	1403	178,051	19266	556-08-1	D03836	
507	4-acetamidobutanoate	Amino Acid	Polyamine Metabolism	1558	LC/MS Pos Early	1113	1350	146,0812	18189	3025-96-5	C02946	HMDB03681
5060	4-acetamidophenol	Xenobiotics	Drug - Analgesics, Anesthetics	12032	LC/MS Neg	1383	2173,7	150,0561	1983	103-90-2	C06804	HMDB01859
5063	4-acetamidophenylglucuronide	Xenobiotics	Drug - Analgesics, Anesthetics	15736	LC/MS Neg	100000043	1400	326,0881	83944	120595-80-4		HMDB10316
5062	4-acetaminophen sulfate	Xenobiotics	Drug - Analgesics, Anesthetics	37475	LC/MS Neg	2049	1792	230,0129	83939	"10066-90-7;32113-41-0"	C06804	HMDB59911
4554	4-acetylcatechol sulfate (1)	Xenobiotics	Food Component/Plant	62798	LC/MS Neg	100020853	1774	230,9969				
4305	4-acetylphenyl sulfate	Xenobiotics	Benzoate Metabolism	44620	LC/MS Neg	100000711	2375	215,002	4684006			
4296	4-allylcatechol sulfate	Xenobiotics	Benzoate Metabolism	63597	LC/MS Neg	100020578	3571	229,0176				
4826	4-allylphenol sulfate	Xenobiotics	Food Component/Plant	37181	LC/MS Neg	100001868	3805	213,0227				
4256	4-aminohippurate	Xenobiotics	Benzoate Metabolism	32406	LC/MS Neg	100001213	1341	193,0619	2148	61-78-9	D01421	HMDB01867
5074	4-aminophenol sulfate (2)	Xenobiotics	Drug - Analgesics, Anesthetics	54809	LC/MS Neg	100010871	1168	188,0023				
3054	4-cholesten-3-one	Lipid	Sterol	38125	LC/MS Pos Late	100002227	2520	385,3465	91477	601-57-0	C00599	HMDB00921
4294	4-ethylcatechol sulfate	Xenobiotics	Benzoate Metabolism	63072	LC/MS Neg	100020536	3379	217,0176				
4309	4-ethylphenyl sulfate	Xenobiotics	Benzoate Metabolism	36099	LC/MS Neg	100001756	3580	201,0227	20822574	123-07-9	C13637	HMDB62551
510	4-guanidinobutanoate	Amino Acid	Guanidino and Acetamido Metabolism	15681	LC/MS Pos Early	100000096	2320	146,0924	500	"463-003;463-00-3"	C01035	HMDB03464
1560	4-hydroxy-2-oxoglutaric acid	Lipid	Fatty Acid, Dicarboxylate	40062	LC/MS Polar	100002537	3073	161,0092	599	1187-99-1	C01127	HMDB02070
5744	4-hydroxychlorothalonil	Xenobiotics	Chemical	48441	LC/MS Neg	100006082	4427	244,9082	34217	28343-61-5		
5297	4-hydroxycoumarin	Xenobiotics	Drug - Cardiovascular	37445	LC/MS Neg	100002049	2470	161,0244	54682930	1076-38-6	C20414	
48	4-hydroxyglutamate	Amino Acid	Glutamate Metabolism	40499	LC/MS Pos Early	100002544	1141	164,0554	439902	2485-33-8	C03079	HMDB01344
4262	4-hydroxyhippurate	Xenobiotics	Benzoate Metabolism	35527	LC/MS Neg	100001423	1475	194,0459	151012	2482-25-9		HMDB13678
152	4-hydroxyphenylacetate	Amino Acid	Phenylalanine Metabolism	541	LC/MS Neg	144	1361	151,0401	127	156-38-7	C00642	HMDB00020
170	4-hydroxyphenylacetatoylcarnitine	Amino Acid	Tyrosine Metabolism	52932	LC/MS Pos Early	100006619	2730	296,1493				
1101	4-hydroxyphenylacetylglutamine	Peptide	Acetylated Peptides	55017	LC/MS Neg	100010850	1650	279,0986				
166	4-hydroxyphenylpyruvate	Amino Acid	Tyrosine Metabolism	1669	LC/MS Neg	1141	1690	179,035	979	156-39-8	C01179	HMDB00707
91	4-imidazoleacetate	Amino Acid	Histidine Metabolism	32349	LC/MS Pos Early	100001207	2055	127,0502	96215	645-65-8	C02835	HMDB02024
183	4-methoxyphenol sulfate	Amino Acid	Tyrosine Metabolism	48457	LC/MS Neg	100006262	2412	203,002		3233-60-1		
305	4-methyl-2-oxopentanoate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	22116	LC/MS Neg	100000551	2170	129,0557	70	816-66-0	C00233	HMDB00695
4295	4-methylcatechol sulfate	Xenobiotics	Benzoate Metabolism	46146	LC/MS Neg	100004111	2665	203,002				
4290	4-methylguaiacol sulfate	Xenobiotics	Benzoate Metabolism	48418	LC/MS Neg	100006105	2978	217,0176		756760-43-7		
1678	4-methylhexanoylglutamine	Lipid	Fatty Acid Metabolism (Acyl Glutamine)	62735	LC/MS Neg	100020631	3390	257,1507				
4224	4-oxo-retinoic acid	Cofactors and Vitamins	Vitamin A Metabolism	39760	LC/MS Pos Late	100002825	1298	315,1955	6437063	38030-57-8		HMDB06285
4853	4-vinylguaiacol sulfate	Xenobiotics	Food Component/Plant	48442	LC/MS Neg	100006126	3354	229,0176				
4311	4-vinylphenol sulfate	Xenobiotics	Benzoate Metabolism	36098	LC/MS Neg	100001755	3320	199,0071	6426766	2628-17-3	C05627	HMDB62775
4082	5,6-dihydrothymine	Nucleotide	Pyrimidine Metabolism, Thymine containing	1418	LC/MS Neg	158	1637,8	127,0513	93556	696-04-8	C00906	HMDB00079
4038	5,6-dihydrouracil	Nucleotide	Pyrimidine Metabolism, Uracil containing	1559	LC/MS Neg	1125	1120	113,0357	649	504-07-4	C00429	HMDB00076
4029	5,6-dihydrouridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	61833	LC/MS Neg	100001425	1119	245,0779	94312	04.05.5627		
113	5-(galactosylhydroxy)-L-lysine	Amino Acid	Lysine Metabolism	43582	LC/MS Pos Early	100002462	2755	325,1606	123986	32448-36-5		
4380	5-acetylamino-6-amino-3-methyluracil	Xenobiotics	Xanthine Metabolism	34424	LC/MS Polar	100001403	1710	197,068	88299	1196153-01-1	C16366	HMDB04400
4381	5-acetylamino-6-formylamino-3-methyluracil	Xenobiotics	Xanthine Metabolism	34401	LC/MS Polar	100001402	1424	225,0629	108214	85438-96-6	C16365	HMDB11105
1403	5-dodecenoate (12:1n7)	Lipid	Medium Chain Fatty Acid	33968	LC/MS Neg	100001232	5224	197,1547	5312378	2430-94-6		HMDB00529
1766	5-dodecenoylcarnitine (C12:1)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	61769	LC/MS Pos Late	100016069	1135	342,2639				HMDB13326
5780	5-hydroxy-2-methylpyridine sulfate	Xenobiotics	Chemical	63230	LC/MS Neg	100020973	2074	188,0023				
112	5-hydroxylysine	Amino Acid	Lysine Metabolism	15685	LC/MS Pos Early	100000054	2790	163,1077	1029	13204-98-3	C16741	HMDB00450
503	5-methylthioadenosine (MTA)	Amino Acid	Polyamine Metabolism	1419	LC/MS Pos Early	212	2752	298,0968	439176	2457-80-9	C00170	HMDB01173
4031	5-methyluridine (ribothymidine)	Nucleotide	Pyrimidine Metabolism, Uracil containing	35136	LC/MS Neg	100001446	1778,1	257,0779	445408	1463-10-1		HMDB00884
526	5-oxoproline	Amino Acid	Glutathione Metabolism	1494	LC/MS Neg	1021	738,5	128,0353	7405	98-79-3	C01879	HMDB00267
3181	5alpha-androstan-3alpha,17alpha-diol disulfate	Lipid	Androgenic Steroids	37182	LC/MS Neg	100002007	4547	225,0697				
3180	5alpha-androstan-3alpha,17alpha-diol monosulfate	Lipid	Androgenic Steroids	37183	LC/MS Neg	100002008	5208	371,1898				
3203	5alpha-androstan-3alpha,17beta-diol 17-glucuronide	Lipid	Androgenic Steroids	47132	LC/MS Neg	100005396	4930	467,265				
3202	5alpha-androstan-3alpha,17beta-diol disulfate	Lipid	Androgenic Steroids	37184	LC/MS Neg	100002017	4275	225,0697				
3200	5alpha-androstan-3alpha,17beta-diol monosulfate (1)	Lipid	Androgenic Steroids	37186	LC/MS Neg	100002018	4925	371,1898				
3201	5alpha-androstan-3alpha,17beta-diol monosulfate (2)	Lipid	Androgenic Steroids	37185	LC/MS Neg	100006005	5080	371,1898				
3211	5alpha-androstan-3beta,17alpha-diol disulfate	Lipid	Androgenic Steroids	37187	LC/MS Neg	100002021	4215	225,0697				
3208	5alpha-androstan-3beta,17beta-diol disulfate	Lipid	Androgenic Steroids	37190	LC/MS Neg	100001987	3880	225,0697	242332	571-20-0	C12525	HMDB00493
3207	5alpha-androstan-3beta,17beta-diol monosulfate (2)	Lipid	Androgenic Steroids	37192	LC/MS Neg	100002024	4685	371,1898				
3114	5alpha-pregnan-3beta,20alpha-diol disulfate	Lipid	Progestin Steroids	37198	LC/MS Neg	100001988	3962	239,0853				
3108	5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	Lipid	Progestin Steroids	37200	LC/MS Neg	100002014	5060	399,2211				
3105	5alpha-pregnan-3beta,20beta-diol monosulfate (1)	Lipid	Progestin Steroids	37196	LC/MS Neg	100002009	5180	399,2211				
3115	5alpha-pregnan-diol disulfate	Lipid	Progestin Steroids	46172	LC/MS Neg	100002015	4310	239,0853	5127902			
5146	6-aminopenicillanate	Xenobiotics	Drug - Antibiotic	38655	LC/MS Neg	100002627	1685	215,0496	11082	551-16-6	C02954	HMDB60618
295	6-bromotryptophan	Amino Acid	Tryptophan Metabolism	62503	LC/MS Neg	100020414	3565	280,9931				
5763	6-hydroxyindole sulfate	Xenobiotics	Chemical	48698	LC/MS Neg	100006260	2498	212,0023	122198196			
5303	6-hydroxywarfarin	Xenobiotics	Drug - Cardiovascular	62973	LC/MS Neg	100020814	3358	323,0925				
126	6-oxopiperidine-2-carboxylate	Amino Acid	Lysine Metabolism	43231	LC/MS Neg	100004499	965	142,051	3014237	34622-39-4		HMDB61705
3041	7-HOCA	Lipid	Sterol	36776	LC/MS Neg	100001609	5288,1	429,301	3081085	115538-85-7	C17337	HMDB12458
5304	7-hydroxywarfarin	Xenobiotics	Drug - Cardiovascular	62972	LC/MS Neg	100020813	3300	323,0925				
3994	7-methylguanine	Nucleotide	Purine Metabolism, Guanine containing	35114	LC/MS Pos Early	100001456	2175	166,0723	11361	578-76-7	C02242	HMDB00897
4372	7-methylurate	Xenobiotics	Xanthine Metabolism	39598	LC/MS Pos Early	100002241	1321	183,0513	69160	612-37-3	C16355	HMDB11107
4379	7-methylxanthine	Xenobiotics	Xanthine Metabolism	34390	LC/MS Pos Early	100001396	1350	167,0564	68374	552-62-5	C16353	HMDB01991
5341	8-hydroxywarfarin	Xenobiotics	Drug - Cardiovascular	62971	LC/MS Neg	100020812	3437	323,0925				
261	8-methoxykynurenate	Amino Acid	Tryptophan Metabolism	62955	LC/MS Pos Early	100020360	2574	220,0604	76230	2929-14-8	C05830	HMDB60426
1906	9,10-DiHOME	Lipid	Fatty Acid, Dihydroxy	38399	LC/MS Neg	179	5180	313,2384	9966640	263399-34-4	C14828	HMDB04704
1877	9-hydroxystearate	Lipid	Fatty Acid, Monohydroxy	47120	LC/MS Neg	100005834	5384	299,2592	9570127	25498-28-6		HMDB61661
4781	acesulfame	Xenobiotics	Food Component/Plant	48569	LC/MS Neg	100006203	1581	161,9867	36573	55589-62-3		HMDB33585
1815	acetoacetate	Lipid	Ketone Bodies	33963	LC/MS Pos Early	1218	1062	103,039	96	02.11.3483	C00164	HMDB00060
1729	acetylcarnitine (C2)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Short Chain)	32198	LC/MS Pos Early	100000802	2282	204,123	1	5080-50-2	C02571	HMDB00201
498	acisoga	Amino Acid	Polyamine Metabolism	43258	LC/MS Neg	100004541	2297	183,1139	129397	106692-36-8		
1346	aconitate [cis or trans]	Energy	TCA Cycle	46173	LC/MS Neg	100001359	580	173,0092				
3947	AMP	Nucleotide	Purine Metabolism, Adenine containing	32342	LC/MS Pos Early	209	1013	348,0704	6083	149022-20-8	C00020	HMDB00045
1561	adipate	Lipid	Fatty Acid, Dicarboxylate	21134	LC/MS Polar	100000863	3000	145,0506	196	124-04-9	C06104	HMDB00448
1788	adipoylcarnitine (C6-DC)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)	52988	LC/MS Pos Early	100006614	2570	290,1598	71296139			HMDB61677
1473	adrenate (22:4n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	32980	LC/MS Neg	100001193	5678	331,2643	5497181	2091-25-0	C16527	HMDB02226
1783	adrenoylcarnitine (C22:4)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	57528	LC/MS Pos Late	100015850	1415	476,3734				
28	alanine	Amino Acid	Alanine and Aspartate Metabolism	1126	LC/MS Pos Early	811	1700	90,055	5950	56-41-7	C00041	HMDB00161
3941	allantoin	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1107	LC/MS Polar	1002	1672	157,0367	204	97-59-6	C02350	HMDB00462
4558	alliin	Xenobiotics	Food Component/Plant	41494	LC/MS Pos Early	100003473	1470	178,0532	87310	556-27-4	C08265	HMDB33592
309	alpha-hydroxyisocaproate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	22132	LC/MS Neg	100000706	1840	131,0714	83697	10303-64-7	C03264	HMDB00746
377	alpha-hydroxyisovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	46537	LC/MS Polar	100001300	1052	117,0557	99823	600-37-3		HMDB00407
407	alpha-ketobutyrate	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	4968	LC/MS Neg	796	949,2	101,0244	58	600-18-0	C00109	HMDB00005
44	alpha-ketoglutaramate*	Amino Acid	Glutamate Metabolism	62101	LC/MS Polar	100002397	1916	144,0302	48	18465-19-5		
1350	alpha-ketoglutarate	Energy	TCA Cycle	528	LC/MS Polar	93	2700	145,0143	51	"305-72-6;328-50-7;22202-68-2"	C00026	HMDB00208
4157	alpha-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	1561	LC/MS Pos Late	1105	2522	430,3782	14985	"59-02-9;10191-41-0"	C02477	HMDB01893
5136	amoxicillin	Xenobiotics	Drug - Antibiotic	52948	LC/MS Neg	100008962	2365	364,0973	2171	26787-78-0	C06827	HMDB15193
5135	ampicillin	Xenobiotics	Drug - Antibiotic	63738	LC/MS Neg	100021747	3322	348,1024	"2174;5244176"	69-53-4		
3215	andro steroid monosulfate C19H28O6S (1)*	Lipid	Androgenic Steroids	32827	LC/MS Neg	100002152	3871	383,1534				
3189	androstenediol (3alpha, 17alpha) monosulfate (2)	Lipid	Androgenic Steroids	37207	LC/MS Neg	100002026	4712	369,1741				
3190	androstenediol (3alpha, 17alpha) monosulfate (3)	Lipid	Androgenic Steroids	37209	LC/MS Neg	100002027	5180	369,1741				
3185	androstenediol (3beta,17beta) disulfate (1)	Lipid	Androgenic Steroids	37202	LC/MS Neg	100001992	3740	224,0618	87120982		C04295	HMDB03818
3186	androstenediol (3beta,17beta) disulfate (2)	Lipid	Androgenic Steroids	37203	LC/MS Neg	100001994	4065	224,0624				
3182	androstenediol (3beta,17beta) monosulfate (1)	Lipid	Androgenic Steroids	37211	LC/MS Neg	100002028	4535	369,1741	13847309	521-17-5		HMDB03818
3183	androstenediol (3beta,17beta) monosulfate (2)	Lipid	Androgenic Steroids	37210	LC/MS Neg	100002029	4500	369,1741				
3166	androsterone glucuronide	Lipid	Androgenic Steroids	61846	LC/MS Neg	100002761	4953	465,2494	114833	1852-43-3	C11135	HMDB02829
3176	androsterone sulfate	Lipid	Androgenic Steroids	31591	LC/MS Neg	100001073	5022	369,1741	159663	2479-86-9		HMDB02759
257	anthranilate	Amino Acid	Tryptophan Metabolism	4970	LC/MS Pos Early	1258	2606	138,055	227	118-92-3	C00108	HMDB01123
1180	arabinose	Carbohydrate	Pentose Metabolism	575	LC/MS Polar	828	1804,5	195,051	66308	28697-53-2	C00216	HMDB00646
1188	arabitol/xylitol	Carbohydrate	Pentose Metabolism	48885	LC/MS Polar	100006430	1932,4	151,0612				
1194	arabonate/xylonate	Carbohydrate	Pentose Metabolism	48255	LC/MS Polar	100006115	2700	165,0405				
1416	arachidate (20:0)	Lipid	Long Chain Saturated Fatty Acid	1118	LC/MS Neg	893	6240	311,2956	10467	506-30-9	C06425	HMDB02212
1471	arachidonate (20:4n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1110	LC/MS Neg	229	5535	303,233	444899	506-32-1	C00219	HMDB01043
1778	arachidonoylcarnitine (C20:4)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	57518	LC/MS Pos Late	100015837	1353	448,3422				
1830	arachidonoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	53261	LC/MS Pos Late	100009332	1390	390,3367				
1754	arachidoylcarnitine (C20)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	57513	LC/MS Pos Late	100015833	1512	456,4047				HMDB06460
470	argininate*	Amino Acid	"Urea cycle; Arginine and Proline Metabolism"	57461	LC/MS Pos Early	100002769	2150	176,103	160437	157-07-3		HMDB03148
432	arginine	Amino Acid	"Urea cycle; Arginine and Proline Metabolism"	1638	LC/MS Pos Early	231	2825	175,119	232	1119-34-2	C00062	HMDB00517
4146	ascorbic acid 2-sulfate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	63590	LC/MS Polar	100009329	3042	254,9816	86484			
